run_id,timestamp_unix,experiment_tags,model_id,model_label,ollama_model,family,architecture,params_b,quantization,precision_bits,specialization,hardware_profile,hardware_label,workload,item_id,repeat,network_s,load_s,tokenization_s,inference_s,postprocess_s,total_latency_s,elapsed_s,cpu_energy_j,gpu_energy_j,total_energy_j,cpu_util_avg_pct,gpu_power_avg_w,gpu_power_peak_w,gpu_util_avg_pct,gpu_mem_peak_mb,gpu_mem_avg_mb,gpu_count,source,score,is_correct,error,input_tokens,output_tokens,total_tokens,tokens_per_sec,tokens_per_joule,cost_per_request_usd,response,status,matched_keywords,predicted_doc_id,top_similarity,gpu_idle_power_w_used,net_gpu_energy_j,active_device_energy_j,active_tokens_per_joule
1778604259979_phi3-14b-q4_l40s_gpu_rag_latency_r0,1778604260.1052125,"A,B",phi3-14b-q4,Phi-3 14B Q4,phi3:14b-medium-4k-instruct-q4_K_M,Phi3,Phi3,14.0,q4,4,general,l40s_gpu,L40S GPU,semantic_search,rag_latency,0,0.0032781959999999,0.021828219,0.019761752,0.066932844,0.0023254449998944,0.1141264559998944,0.114563205999957,0.9829523074796316,30.398258548339427,31.38121085581906,7.15,295.1995,303.166,85.0,10210.625,10210.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,151,6,157,89.64208961447984,0.1911972112091848,4.930372970943972e-05,doc_latency,ok,,doc_latency,,31.117607189542483,26.83332570565813,26.83332570565813,0.22360254803357557
1778604260109_phi3-14b-q4_l40s_gpu_rag_gpu_r0,1778604260.2206604,"A,B",phi3-14b-q4,Phi-3 14B Q4,phi3:14b-medium-4k-instruct-q4_K_M,Phi3,Phi3,14.0,q4,4,general,l40s_gpu,L40S GPU,semantic_search,rag_gpu,0,0.002928378,0.02180077,0.019571687,0.053851268,0.001812492000074,0.099964595000074,0.1002754219998678,0.8182474435189215,287.233,288.05124744351895,6.8,287.233,287.233,72.0,10210.625,10210.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,151,5,156,92.84832438857336,0.0173580223810014,5.618398820545421e-05,doc_gpu,ok,,doc_gpu,,31.117607189542483,284.1126688074425,284.1126688074425,0.01759865204528684
1778604260287_granite-code-3b-q4_l40s_gpu_code_fib_r0,1778604274.9084342,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_fib,0,0.0179294230000006,14.287353432,0.011158662,0.275764885,0.0021263199999896,14.59433272199999,14.59470598100006,183.2215390305164,1356.557134335906,1539.7786733664225,10.46164383561644,93.87733561643836,286.211,3.356164383561644,13416.625,11796.236301369863,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,51,68,119,246.5868705509768,0.0441621910838207,0.0061581164257516,"```python
def fib(n: int) -> int:
    if n == 0 or n == 1:
        return n

    a, b = 0, 1
    for _ in range(2, n + 1):
        a, b = b, a + b

    return b
```
",ok,,,,31.117607189542483,902.40480657228,902.40480657228,0.0753542085600066
1778604274912_granite-code-3b-q4_l40s_gpu_code_dedupe_r0,1778604275.283608,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_dedupe,0,0.018276846,0.041696606,0.009885611,0.273624112,0.0026275920000274,0.3461107670000274,0.3465277570001035,2.7860831662808323,38.61154365052457,41.3976268168054,6.7,127.1425,138.86,56.5,13416.625,13416.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,58,68,126,248.51611030536668,1.642606236848228,0.0001464564467575,"Here's how you can implement this function:

```python
def dedupe_keep_order(items):
    seen = set()
    result = []

    for item in items:
        if item not in seen:
            seen.add(item)
            result.append(item)

    return result
```
",ok,,,,31.117607189542483,27.828429027922116,27.828429027922116,2.443544331294126
1778604275288_granite-code-3b-q4_l40s_gpu_code_slug_r0,1778604275.6638446,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_slug,0,0.019186522,0.042246779,0.00978004,0.277546698,0.0023443750000194,0.3511044140000194,0.3515631650000159,2.8054740567001275,45.18255547995814,47.98802953665827,6.65,149.30825,155.883,66.0,13416.625,13416.625,1,cpu:tdp_estimate;gpu:nvml,0.0,False,,60,69,129,248.60681282542228,1.4378585798629342,0.0001488840535601,"Here's how you can implement the `slugify` function using only valid Python code:

```python
import re

def slugify(text):
    text = text.lower()
    text = re.sub(r'\W+', '-', text)
    text = text.strip('-')
    return text
```
",ok,,,,31.117607189542483,34.242751009175336,34.242751009175336,2.0150250189160173
1778604275668_granite-code-3b-q4_l40s_gpu_sum_energy_r0,1778604276.0541189,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,summarization,sum_energy,0,0.0210891349999999,0.044152774,0.012491273,0.294100177,0.0022661440000249,0.3740995030000249,0.3745493930000521,3.1125054558304326,63.390195572481225,66.50270102831166,6.925,203.408,223.222,70.0,13416.625,13416.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,96,73,169,248.21474350897788,1.0976997756665898,0.0001593873821347,"- Python team is moving from hosted LLM calls to local inference due to latency concerns.
- They are looking into joules per request, cost per thousand tokens, and batching for GPU utilization improvement.
- Deployment target includes laptops, RTX workstations, and A100 servers, with varying levels of infrastructure.
",ok,4.0,,,31.117607189542483,51.735114688024034,51.735114688024034,1.4110338875289765
1778604276058_granite-code-3b-q4_l40s_gpu_sum_quant_r0,1778604276.7691736,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,summarization,sum_quant,0,0.0364929240000001,0.043871998,0.00984188,0.606045577,0.0028024849998905,0.6990548639998906,0.6994823850000103,5.575873869000082,128.84466446533744,134.42053833433752,6.642857142857143,214.0338571428572,220.186,79.42857142857143,13416.625,13416.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,76,150,226,247.50613764482603,1.115900902188864,0.0002981720206667,"Here are three concise bullet points summarizing the document:

1. Quantization is a technique used to compress model weights, allowing larger language models to fit inside smaller VRAM budgets. This leads to improved performance and reduced energy consumption per generated token.

2. Four-bit quantization has been shown to be effective in preserving accuracy for everyday workloads while improving throughput. This makes it a promising approach for reducing the computational requirements of large language models.

3. The use of four-bit quantization can have concrete cost or infrastructure factors, such as increased memory usage and the need for specialized hardware for training and inference. However, these costs may be outweighed by the benefits of improved performance and reduced energy consumption",ok,4.0,,,31.117607189542483,107.0784463729028,107.0784463729028,1.4008421403278681
1778604276773_granite-code-3b-q4_l40s_gpu_sum_ops_r0,1778604277.116031,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,summarization,sum_ops,0,0.018102067,0.041730577,0.009876481,0.258637896,0.0026300910000277,0.3309771120000278,0.3314550340001005,8.412328762922552,67.60958078719946,76.02190955012202,21.15,222.30925,223.05,81.25,13416.625,13416.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,76,64,140,247.45020350768704,0.8418625680246055,0.0001419073596442,"- Infrastructure teams want observability for LLM inference like traces and dashboards in DS.
- They need to see tokenization, model inference, mem mov, power draw, & final cost together.
- Concrete factors include but are not limited to: hardware, OS, network, compilers, etc.
",ok,4.0,,,31.117607189542483,57.29549323818789,57.29549323818789,1.117016302380717
1778604277122_granite-code-3b-q4_l40s_gpu_chat_choose_model_r0,1778604277.621748,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,chat_completion,chat_choose_model,0,0.026394489,0.049592372,0.010554537,0.397627273,0.002406456000151,0.486575127000151,0.4869833469999776,18.127468108727165,90.01671487400898,108.14418298273614,31.02,222.7596,223.174,64.2,13418.625,13418.225,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,43,98,141,246.4619674113752,0.9061976085726632,0.0002083169370657,"The choice between deploying a 7B or 14B local LLM depends on several factors such as latency, cost, and quality. A 7B model is generally faster and more affordable than a 14B model, but may not be as accurate. On the other hand, a 14B model is more accurate but can be slower and more expensive. The developer should consider their specific needs and budget when deciding which model to deploy.
",ok,3.0,,,31.117607189542483,74.86295837421503,74.86295837421503,1.3090586069298864
1778604277628_granite-code-3b-q4_l40s_gpu_chat_gpu_cpu_r0,1778604278.32823,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,chat_completion,chat_gpu_cpu,0,0.040846873,0.046856067,0.026119142,0.570105388,0.0027404739999643,0.6866679439999643,0.6870683229999486,26.065409122266622,131.21166043724477,157.27706955951138,31.61428571428572,217.45857142857145,222.322,85.0,13418.625,13418.625,1,cpu:tdp_estimate;gpu:nvml,0.6666666666666666,False,,30,140,170,245.56863160184693,0.8901488334701328,0.0002941423213946,"When CPU inference is acceptable, it means that the task can be completed quickly enough on a single CPU core without significantly impacting performance. This is typically the case for simple tasks such as image recognition or natural language processing, where the amount of data being processed is small and the computational resources required are not excessive.

On the other hand, when GPU inference becomes economically better, it means that the cost of acquiring and maintaining a high-performance GPU has become more competitive with the cost of performing the task on a CPU. This is typically the case for tasks that require large amounts of data or complex computations, such as training machine learning models or running deep neural networks.",ok,2.0,,,31.117607189542483,109.83173824975468,109.83173824975468,1.2746770854308382
1778604278332_granite-code-3b-q4_l40s_gpu_chat_tokens_joule_r0,1778604279.0039332,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,chat_completion,chat_tokens_joule,0,0.0372649779999999,0.044357439,0.009040381,0.566524396,0.0022580420000104,0.6594452360000105,0.6598190249999334,18.96885437014094,136.26715839979775,155.2360127699387,23.957142857142856,225.81485714285716,236.057,74.71428571428571,13418.625,13418.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,26,140,166,247.12086714797007,0.9018525888543748,0.0002826863943884,"Tokens per Joule (TPJ) is a measure of the energy efficiency of a language model. It represents the number of tokens generated by the model per unit of energy consumed, typically in the form of electricity or natural gas.

TPJ is useful for choosing LLM infrastructure because it allows users to compare the energy efficiency of different models and choose the one that best fits their needs and budget. By comparing the TPJs of different models, users can make informed decisions about which model is most energy-efficient for their specific use case.

For example, if a user is building a large language model that will be used to power a chatbot or other AI application,",ok,3.0,,,31.117607189542483,115.73516916366292,115.73516916366292,1.2096582310431827
1778604279008_granite-code-3b-q4_l40s_gpu_rag_quant_r0,1778604279.1852355,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,semantic_search,rag_quant,0,0.0080910899999999,0.044614805,0.014490219,0.09562731,0.0024198169998709,0.1652432409998709,0.165706130999979,1.4018738682598222,24.40837869681971,25.810252565079537,7.05,236.304,236.326,91.5,13418.625,13418.625,1,cpu:tdp_estimate;gpu:nvml,0.0,False,,141,24,165,250.9743294044348,0.9298630433578652,7.033473387824522e-05,The best document ID for the query is doc_gpu. This document explains that GPU batching increases throughput when multiple promp,ok,,doc_gpu,,31.117607189542483,19.252000403463494,19.252000403463494,1.2466237012794954
1778604279189_granite-code-3b-q4_l40s_gpu_rag_latency_r0,1778604279.3569229,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,semantic_search,rag_latency,0,0.008103122,0.041593584,0.008786555,0.0949989,0.0021051800000003,0.1555873410000003,0.1560086709998813,1.273030755359032,23.93348321013857,25.2065139654976,6.8,232.82,233.405,89.0,13418.625,13418.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,140,24,164,252.6345041889959,0.9521348343864978,6.626393861489212e-05,"The best document ID for the query is doc_latency. This document describes the parts of a latency waterfall, which",ok,,doc_latency,,31.117607189542483,19.078866667801694,19.078866667801694,1.2579363553341152
1778604279361_granite-code-3b-q4_l40s_gpu_rag_gpu_r0,1778604279.4478989,A,granite-code-3b-q4,Granite Code 3B Q4,granite-code:3b,Granite,Granite,3.0,q4,4,code,l40s_gpu,L40S GPU,semantic_search,rag_gpu,0,0.0032895069999999,0.042607657,0.008787736,0.017894638,0.0020496190001176,0.0746291570001176,0.0751317169999765,0.57701158655982,232.235,232.81201158655983,6.4,232.235,232.235,86.0,13418.625,13418.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,140,5,145,279.4133080535074,0.0214765551224189,4.294548266265156e-05,"doc_gpu
",ok,,doc_gpu,,31.117607189542483,229.89708074291886,229.89708074291886,0.02174886250770284
1778604279514_granite-code-8b-q4_l40s_gpu_code_fib_r0,1778604285.2969267,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_fib,0,0.0289091070000003,4.87214076,0.01751456,0.83615768,0.0021182899999052,5.756840396999905,5.757187085000169,84.26139608129213,631.8096734091199,716.071069490412,12.196551724137931,111.87498275862067,221.304,26.103448275862068,13418.625,6298.209051724138,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,51,111,162,132.7500813004552,0.1550125465604867,0.0024346315055579,"Here is a Python implementation of the Fibonacci sequence using dynamic programming:

```python
def fib(n: int) -> int:
    if n <= 1:
        return n
    fib_nums = [0, 1]
    for i in range(2, n + 1):
        fib_num = fib_nums[i - 1] + fib_nums[i - 2]
        fib_nums.append(fib_num)

    return fib_nums[n]
```
",ok,,,,31.117607189542483,452.6597871813775,452.6597871813775,0.24521727607211352
1778604285301_granite-code-8b-q4_l40s_gpu_code_dedupe_r0,1778604285.916865,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_dedupe,0,0.0184956149999999,0.04444812,0.016091626,0.509237402,0.002175979000035,0.590448742000035,0.5909510650001266,4.692151456101005,131.90253152270938,136.5946829788104,6.616666666666667,260.349,268.564,94.0,10324.625,10324.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,58,68,126,133.5330039249552,0.4978231840147736,0.0002530593445656,"Here's how you can implement this function:

```python
def dedupe_keep_order(items):
    seen = set()
    output = []

    for item in items:
        if item not in seen:
            output.append(item)
            seen.add(item)

    return output
```
",ok,,,,31.117607189542483,113.51354841379366,113.51354841379366,0.5990474348675805
1778604285921_granite-code-8b-q4_l40s_gpu_code_slug_r0,1778604286.5873413,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_slug,0,0.0202520920000001,0.040554409,0.016046335,0.562074051,0.0020618090000221,0.6409886960000222,0.6414446260000659,5.047252857154804,157.78262420865724,162.82987706581204,6.557142857142857,261.94314285714285,268.976,94.57142857142856,10324.625,10324.625,1,cpu:tdp_estimate;gpu:nvml,0.0,False,,60,75,135,133.434375535689,0.4606034307185944,0.0002754100880199,"Here's how you can implement the `slugify` function in Python:

```python
import re

def slugify(text):
    text = text.lower()
    text = re.sub(r'\W+', '-', text)
    text = re.sub(r'-+', '-', text)
    return text.strip('-')
```
",ok,,,,31.117607189542483,137.8224023029442,137.8224023029442,0.5441785859685152
1778604286592_granite-code-8b-q4_l40s_gpu_sum_energy_r0,1778604287.538025,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,summarization,sum_energy,0,0.031849972,0.042168787,0.019739231,0.837954617,0.0023057740002144,0.9340183810002144,0.9343967499999052,25.55388231899741,236.44610381132176,261.99998613031914,22.79,261.1158,266.768,82.9,10324.625,10324.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,96,111,207,132.46540772983175,0.4236641445652155,0.0004024319784731,"- Latency is critical for real-time applications, so the team will need to ensure that their model inference requests are processed quickly.
- Joules per request and cost per thousand tokens are important factors in terms of energy efficiency and cost-effectiveness. The team should aim to minimize these costs while still meeting performance requirements.
- Batching can improve GPU utilization, which can lead to better performance and lower costs. However, the team will need to carefully consider how batching will impact their model's accuracy and latency.
",ok,4.0,,,31.117607189542483,207.3699127856396,207.3699127856396,0.5352753372411447
1778604287542_granite-code-8b-q4_l40s_gpu_sum_quant_r0,1778604288.412757,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,summarization,sum_quant,0,0.026672632,0.061850987,0.016826144,0.749956267,0.002754893000039,0.8580609230000391,0.8584697129999768,32.38147757435912,208.360129816988,240.7416073913471,31.43333333333333,259.1442222222222,266.444,87.0,10324.625,10324.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,76,99,175,132.00769745684386,0.4112292888327634,0.0003697327941195,"Here are three bullet points summarizing the key information in the document:

    Quantization is a technique used to compress model weights, allowing larger language models to fit inside smaller VRAM budgets.
    Four-bit models can often preserve enough accuracy for everyday workloads while improving throughput and reducing energy per generated token.
    The use of quantization can help reduce the cost of hardware infrastructure required to run large language models, as well as the energy consumption associated with running these models.
",ok,4.0,,,31.117607189542483,181.64660650373546,181.64660650373546,0.5450143105093688
1778604288417_granite-code-8b-q4_l40s_gpu_sum_ops_r0,1778604289.6862605,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,summarization,sum_ops,0,0.0424667879999998,0.063364012,0.016763272,1.131364913,0.0025824309998909,1.2565414159998909,1.2569545260000723,20.80356429339812,310.69832986588546,331.50189415928355,13.792307692307691,258.53584615384614,277.167,83.76923076923077,10324.625,10324.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,76,150,226,132.58321720641868,0.4524861023205086,0.0005403061472079,"Here are three bullet points that summarize the document:

1. Infrastructure teams need observability for large language models (LLMs) similar to traces and dashboards used in distributed systems. This means they need to see tokenization, model inference, memory movement, power draw, and final cost in one view.

2. The goal is to provide a comprehensive understanding of LLM inference, including all the factors that contribute to its cost and performance. This will help infrastructure teams make informed decisions about how to optimize their systems and reduce costs.

3. The document highlights the importance of observability for LLMs and provides a framework for collecting and analyzing data related to tokenization, model inference, memory movement, power draw, and final",ok,4.0,,,31.117607189542483,271.58491267069763,271.58491267069763,0.5523134496866479
1778604289691_granite-code-8b-q4_l40s_gpu_chat_choose_model_r0,1778604290.8574784,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,chat_completion,chat_choose_model,0,0.0377453,0.041781888,0.016534377,1.056174621,0.0025219789999755,1.1547581649999756,1.1552558070000032,9.253599014070026,305.2443090061129,314.49790802018293,6.675,276.2029166666667,278.175,95.0,10324.625,10324.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,43,140,183,132.55383836760456,0.4451539944456975,0.000497081481651,"The choice between a 7B and 14B local large language model (LLM) depends on several factors, including latency, cost, and quality. Here are some key considerations to keep in mind when making this decision:

1. Latency: The 7B LLM typically has lower latency than the 14B LLM, meaning it can generate responses faster. This is important for applications that require real-time interaction, such as chatbots or virtual assistants.

2. Cost: The cost of deploying a 7B LLM is generally lower than that of a 14B LLM. This is because the smaller model requires less computational resources",ok,3.0,,,31.117607189542483,269.29551260044894,269.29551260044894,0.5198749828695312
1778604290862_granite-code-8b-q4_l40s_gpu_chat_gpu_cpu_r0,1778604292.0302415,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,chat_completion,chat_gpu_cpu,0,0.0378215550000002,0.0440257,0.0158123,1.056099476,0.002809626000207,1.1565686570002072,1.156939125000008,12.379248637500083,291.26129238610923,303.64054102360933,8.916666666666666,264.06375,275.137,90.5,10326.625,10326.458333333334,1,cpu:tdp_estimate;gpu:nvml,0.6666666666666666,False,,30,140,170,132.56327001529542,0.461071500953209,0.0004972399958011,"CPU (Central Processing Unit) inference refers to running machine learning models on a computer's processor, while GPU (Graphics Processing Unit) inference involves using specialized hardware designed specifically for accelerating deep learning computations. The decision of whether to use CPU or GPU inference depends on several factors, including the size and complexity of the model, the available computational resources, and the cost of the hardware.

CPU inference is generally acceptable when the model is relatively small and simple, and the computer has sufficient processing power to handle it. For example, if you are working with a small image classification model that can be run on a single CPU core, then CPU inference may be sufficient. However, for more complex",ok,2.0,,,31.117607189542483,255.260115152146,255.260115152146,0.5484601459047136
1778604292037_granite-code-8b-q4_l40s_gpu_chat_tokens_joule_r0,1778604293.2087498,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,chat_completion,chat_tokens_joule,0,0.0385118749999999,0.043736683,0.015130444,1.059368169,0.0022636530000064,1.1590108240000063,1.1594260539998231,43.82630484119331,290.12491502231643,333.9512198635097,31.5,262.8148333333333,278.267,85.66666666666667,10326.625,10326.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,26,140,166,132.154244479664,0.4192229034444606,0.0004997917501597,"Tokens per joule (TPJ) is a metric used to compare the efficiency of different large language models (LLMs) in terms of their energy consumption. It represents the number of tokens that can be generated by an LLM for every joule of energy consumed.

The TPJ metric is useful for choosing LLM infrastructure because it allows us to make a direct comparison between different models in terms of their energy efficiency. This is important because as the demand for LLMs continues to grow, there is a need to find ways to reduce their energy consumption without sacrificing their performance.

By comparing the TPJ values of different LLMs, we can determine which model",ok,3.0,,,31.117607189542483,254.04635050862868,254.04635050862868,0.5510805399081885
1778604293213_granite-code-8b-q4_l40s_gpu_rag_quant_r0,1778604293.3340905,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,semantic_search,rag_quant,0,0.003566683,0.044506341,0.024965384,0.033099575,0.0022027420000618,0.1083407250000618,0.1087049940001634,4.141660271406226,28.18383528342444,32.32549555483066,31.75,274.4915,278.083,63.0,10326.625,10326.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,141,5,146,151.05934139637745,0.1546766697363997,4.6910022277809625e-05,"doc_quant
",ok,,doc_quant,,31.117607189542483,24.80119598058578,24.80119598058578,0.20160318090764526
1778604293339_granite-code-8b-q4_l40s_gpu_rag_latency_r0,1778604293.4625075,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,semantic_search,rag_latency,0,0.0032751269999999,0.057184488,0.014846598,0.032413738,0.0026489310001025,0.1103688820001025,0.1108059820001017,4.208411196363864,27.07319699743171,31.281608193795577,31.65,262.628,270.9,31.0,10326.625,10326.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,140,5,145,154.25558138342453,0.1598383295712943,4.7733239576398825e-05,"doc_latency
",ok,,doc_latency,,31.117607189542483,23.625179975301034,23.625179975301034,0.2116385993769044
1778604293470_granite-code-8b-q4_l40s_gpu_rag_gpu_r0,1778604293.5924728,A,granite-code-8b-q4,Granite Code 8B Q4,granite-code:8b,Granite,Granite,8.0,q4,4,code,l40s_gpu,L40S GPU,semantic_search,rag_gpu,0,0.003591274,0.055767145,0.014849877,0.032530061,0.002415556,0.1091539130000001,0.1095723139999336,4.010346692397571,25.54892407507398,29.559270767471556,30.5,247.815,254.356,37.5,10326.625,10326.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,140,5,145,153.7039847542862,0.1691516695162264,4.713309437167925e-05,"doc_gpu
",ok,,doc_gpu,,31.117607189542483,22.13929584917484,22.13929584917484,0.22584277449756182
1778604293668_granite-code-20b-q4_l40s_gpu_code_fib_r0,1778604312.6265228,A,granite-code-20b-q4,Granite Code 20B Q4,granite-code:20b,Granite,Granite,20.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_fib,0,0.0115315400000014,18.179373493,0.029570121,0.710142788,0.0020208780001915,18.932638820000196,18.932980207000128,188.4522734635816,1757.574887000506,1946.0271604640875,8.294708994708994,93.50821164021164,240.016,8.62962962962963,12334.625,11684.031746031746,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,51,41,92,57.73486782210341,0.0210685651428535,0.0079860431109399,"def fib(n: int) -> int:
    if n < 2:
        return n
    else:
        return fib(n - 1) + fib(n - 2)",ok,,,,31.117607189542483,1168.4258459916932,1168.4258459916932,0.03508994613620648
1778604312632_granite-code-20b-q4_l40s_gpu_code_dedupe_r0,1778604313.1209798,A,granite-code-20b-q4,Granite Code 20B Q4,granite-code:20b,Granite,Granite,20.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_dedupe,0,0.0071751769999999,0.041555212,0.02824428,0.385310116,0.0020692779999734,0.4643540629999734,0.4648182040000392,3.759449633952318,95.89728862794207,99.6567382618944,6.74,236.2056,276.702,71.6,12334.625,12334.625,1,cpu:tdp_estimate;gpu:nvml,1.0,True,,58,23,81,59.69217792350928,0.2307922213905577,0.0001986570885797,"def dedupe_keep_order(items):
    return list(dict.fromkeys(items))",ok,,,,31.117607189542483,81.43325834132023,81.43325834132023,0.28243988351291993
1778604313126_granite-code-20b-q4_l40s_gpu_code_slug_r0,1778604313.6844015,A,granite-code-20b-q4,Granite Code 20B Q4,granite-code:20b,Granite,Granite,20.0,q4,4,code,l40s_gpu,L40S GPU,code_generation,code_slug,0,0.0082091229999999,0.042017672,0.028264751,0.452927545,0.0020504069999313,0.5334694979999313,0.533883577999859,4.249713280878877,130.87526191494825,135.1249751958271,6.633333333333333,260.95250000000004,276.505,95.33333333333331,12334.625,12334.625,1,cpu:tdp_estimate;gpu:nvml,0.0,False,,60,27,87,59.61218366615349,0.1998150228029334,0.000229207739593,"def slugify(text: str) -> str:
    return ""-"".join(text.lower().split()).strip(""-"")",ok,,,,31.117607189542483,114.26208244980117,114.26208244980117,0.2362988615393206
1778604313689_granite-code-20b-q4_l40s_gpu_sum_energy_r0,1778604316.2832484,A,granite-code-20b-q4,Granite Code 20B Q4,granite-code:20b,Granite,Granite,20.0,q4,4,code,l40s_gpu,L40S GPU,summarization,sum_energy,0,0.0404174579999998,0.043454116,0.033579865,2.461292404,0.0024168759998541,2.581160718999854,2.581634630000053,20.68485100467735,731.4170286393485,752.1018796440259,6.676923076923076,290.99453846153847,300.206,97.0,12334.625,12334.625,1,cpu:tdp_estimate;gpu:nvml,0.5,True,,96,143,239,58.09955768262307,0.1901338154714926,0.0011132861898155,"- Latency: The team wants to reduce the latency from hosted LLM calls to local inference. They are considering using ONNX Runtime for inferencing on CPUs and GPUs.
- Cost: The team is concerned about the cost per thousand tokens, including the electricity cost of running the inference servers. They are looking into using more efficient models and optimizing the inference process to reduce costs.
- Infrastructure: The team has a mix of laptops, RTX workstations, and A100 servers as deployment targets. They need to ensure that the inference can be run efficiently on all these devices, and they are considering using GPUs for inference on laptops and workstations.",ok,2.0,,,31.117607189542483,651.082736316087,651.082736316087,0.21963414482330323
